MHA MHH tb WRA WRH CS MU NLL
700.000 450.000 1.000 0.100 0.250 0.008434 2.293560 0.741734
700.000 400.000 1.000 0.100 0.250 0.008417 2.237550 0.781179
700.000 550.000 1.000 0.100 0.250 0.004654 5.352700 0.136406
700.000 500.000 1.000 0.100 0.250 0.006617 3.236820 0.372795
750.000 400.000 1.000 0.100 0.250 0.009089 1.749040 1.274940
700.000 600.000 1.000 0.100 0.250 0.003378 8.409290 0.055386
750.000 500.000 1.000 0.100 0.250 0.008097 2.328930 0.719066
750.000 450.000 1.000 0.100 0.250 0.009641 1.736350 1.290480
750.000 600.000 1.000 0.100 0.250 0.004071 5.864340 0.113739
750.000 550.000 1.000 0.100 0.250 0.005907 3.531390 0.313359
800.000 550.000 1.000 0.100 0.250 0.007124 2.603920 0.575781
800.000 600.000 1.000 0.100 0.250 0.005037 4.050870 0.238484
800.000 650.000 1.000 0.100 0.250 0.003473 6.569110 0.090804
800.000 700.000 1.000 0.100 0.250 0.002549 10.637300 0.034644
750.000 650.000 1.000 0.100 0.250 0.002954 9.268970 0.045561
800.000 400.000 1.000 0.100 0.250 0.009356 1.561030 1.599020
800.000 450.000 1.000 0.100 0.250 0.010360 1.460870 1.819200
800.000 500.000 1.000 0.100 0.250 0.009217 1.774850 1.235030
600.000 500.000 1.000 0.100 0.250 0.004089 7.100160 0.077537
600.000 450.000 1.000 0.100 0.250 0.005200 5.384380 0.134777
650.000 450.000 1.000 0.100 0.250 0.006828 3.394500 0.339086
650.000 400.000 1.000 0.100 0.250 0.007328 2.885250 0.470244
550.000 400.000 1.000 0.100 0.250 0.004655 6.390860 0.095867
500.000 400.000 1.000 0.100 0.250 0.004196 6.318940 0.098695
600.000 400.000 1.000 0.100 0.250 0.005927 4.286480 0.213166
550.000 450.000 1.000 0.100 0.250 0.004240 6.845030 0.083641
650.000 550.000 1.000 0.100 0.250 0.003779 7.749590 0.065059
650.000 500.000 1.000 0.100 0.250 0.005111 4.946640 0.159581
