MHA MHH tb WRA WRH CS MU NLL
750.000 500.000 1.000 0.050 0.250 0.016880 1.146230 2.933310
750.000 450.000 1.000 0.050 0.250 0.020240 0.863972 5.118240
750.000 400.000 1.000 0.050 0.250 0.019070 0.857952 5.184210
700.000 600.000 1.000 0.050 0.250 0.006457 4.868570 0.164637
700.000 550.000 1.000 0.050 0.250 0.009221 2.883430 0.468647
700.000 500.000 1.000 0.050 0.250 0.013630 1.641270 1.439810
700.000 450.000 1.000 0.050 0.250 0.017660 1.130750 3.013400
700.000 400.000 1.000 0.050 0.250 0.017710 1.063020 3.404940
750.000 600.000 1.000 0.050 0.250 0.008043 3.186210 0.384083
750.000 550.000 1.000 0.050 0.250 0.012070 1.812850 1.181590
800.000 650.000 1.000 0.050 0.250 0.006848 3.589860 0.303144
800.000 700.000 1.000 0.050 0.250 0.004858 5.947520 0.110652
800.000 550.000 1.000 0.050 0.250 0.014830 1.281370 2.353020
800.000 600.000 1.000 0.050 0.250 0.010270 2.039250 0.935757
800.000 450.000 1.000 0.050 0.250 0.021700 0.681927 8.116850
800.000 500.000 1.000 0.050 0.250 0.019340 0.850552 5.278470
750.000 650.000 1.000 0.050 0.250 0.005656 5.188440 0.145184
800.000 400.000 1.000 0.050 0.250 0.019510 0.730419 7.082960
650.000 450.000 1.000 0.050 0.250 0.014060 1.704130 1.336600
650.000 400.000 1.000 0.050 0.250 0.015360 1.429220 1.897550
600.000 500.000 1.000 0.050 0.250 0.007829 4.173510 0.224021
600.000 450.000 1.000 0.050 0.250 0.010310 2.908900 0.460702
600.000 400.000 1.000 0.050 0.250 0.012200 2.226240 0.785885
550.000 450.000 1.000 0.050 0.250 0.008167 3.754090 0.277826
550.000 400.000 1.000 0.050 0.250 0.009215 3.511370 0.316678
500.000 400.000 1.000 0.050 0.250 0.008243 3.181350 0.388145
650.000 550.000 1.000 0.050 0.250 0.007232 4.524750 0.190500
650.000 500.000 1.000 0.050 0.250 0.010140 2.822090 0.489049
