MHA MHH tb WRA WRH CS MU NLL
700.000 450.000 1.000 0.025 0.050 0.252100 0.059864 732.136000
700.000 400.000 1.000 0.025 0.050 0.213100 0.063206 609.634000
700.000 550.000 1.000 0.025 0.050 0.090480 0.223690 70.051600
700.000 500.000 1.000 0.025 0.050 0.184900 0.094257 340.673000
750.000 400.000 1.000 0.025 0.050 0.215300 0.053493 771.717000
700.000 600.000 1.000 0.025 0.050 0.029280 0.881496 4.926390
750.000 500.000 1.000 0.025 0.050 0.241600 0.062351 694.046000
750.000 450.000 1.000 0.025 0.050 0.280500 0.045567 1103.380000
750.000 600.000 1.000 0.025 0.050 0.072700 0.271137 48.623900
750.000 550.000 1.000 0.025 0.050 0.155600 0.109226 262.105000
800.000 550.000 1.000 0.025 0.050 0.206100 0.070530 554.366000
800.000 600.000 1.000 0.025 0.050 0.124400 0.131275 186.186000
800.000 650.000 1.000 0.025 0.050 0.057310 0.347019 30.249400
800.000 700.000 1.000 0.025 0.050 0.020850 1.211800 2.625990
750.000 650.000 1.000 0.025 0.050 0.024850 1.002370 3.822090
800.000 400.000 1.000 0.025 0.050 0.207700 0.048641 843.523000
800.000 450.000 1.000 0.025 0.050 0.287900 0.038395 1396.900000
800.000 500.000 1.000 0.025 0.050 0.274000 0.046032 1106.310000
600.000 500.000 1.000 0.025 0.050 0.036730 0.720753 7.319790
600.000 450.000 1.000 0.025 0.050 0.114000 0.185055 99.321900
650.000 450.000 1.000 0.025 0.050 0.196300 0.089840 368.321000
650.000 400.000 1.000 0.025 0.050 0.194500 0.082905 399.621000
550.000 400.000 1.000 0.025 0.050 0.090350 0.248463 56.055500
500.000 400.000 1.000 0.025 0.050 0.029890 0.953762 4.215340
600.000 400.000 1.000 0.025 0.050 0.153900 0.119961 211.490000
550.000 450.000 1.000 0.025 0.050 0.036640 0.751530 6.740030
650.000 550.000 1.000 0.025 0.050 0.033610 0.742924 6.898560
650.000 500.000 1.000 0.025 0.050 0.107200 0.187000 97.672000
