MHA MHH tb WRA WRH CS MU NLL
750.000 400.000 1.000 0.100 0.005 0.519700 0.024876 2718.470000
700.000 600.000 1.000 0.100 0.005 0.080250 0.283695 45.168800
750.000 500.000 1.000 0.100 0.005 0.599800 0.027142 2901.070000
750.000 450.000 1.000 0.100 0.005 0.698200 0.020901 4113.330000
700.000 450.000 1.000 0.100 0.005 0.628400 0.026882 2904.880000
700.000 400.000 1.000 0.100 0.005 0.515300 0.028729 2317.210000
700.000 550.000 1.000 0.100 0.005 0.231200 0.087994 400.966000
700.000 500.000 1.000 0.100 0.005 0.462100 0.040150 1566.320000
750.000 600.000 1.000 0.100 0.005 0.183500 0.110973 261.759000
750.000 550.000 1.000 0.100 0.005 0.385300 0.047382 1172.910000
550.000 400.000 1.000 0.100 0.005 0.237700 0.093845 340.844000
500.000 400.000 1.000 0.100 0.005 0.085490 0.297176 40.760300
600.000 400.000 1.000 0.100 0.005 0.383900 0.052364 939.546000
550.000 450.000 1.000 0.100 0.005 0.112100 0.215687 76.233700
600.000 500.000 1.000 0.100 0.005 0.108700 0.213596 78.005600
600.000 450.000 1.000 0.100 0.005 0.300900 0.071590 577.246000
650.000 450.000 1.000 0.100 0.005 0.494100 0.038288 1671.980000
650.000 400.000 1.000 0.100 0.005 0.475000 0.036305 1672.080000
650.000 550.000 1.000 0.100 0.005 0.095400 0.244114 60.319400
650.000 500.000 1.000 0.100 0.005 0.278300 0.075558 529.052000
750.000 650.000 1.000 0.100 0.005 0.066500 0.338734 31.981600
800.000 400.000 1.000 0.100 0.005 0.500800 0.023205 2808.300000
800.000 450.000 1.000 0.100 0.005 0.719300 0.017879 4932.790000
800.000 500.000 1.000 0.100 0.005 0.681600 0.020573 4270.050000
800.000 550.000 1.000 0.100 0.005 0.508600 0.030933 2317.510000
800.000 600.000 1.000 0.100 0.005 0.305800 0.058216 813.389000
800.000 650.000 1.000 0.100 0.005 0.143300 0.138882 171.336000
800.000 700.000 1.000 0.100 0.005 0.054550 0.426868 20.355100
