MHA MHH tb WRA WRH CS MU NLL
700.000 550.000 1.000 0.010 0.250 0.045940 0.552654 12.336600
700.000 500.000 1.000 0.010 0.250 0.070210 0.299877 40.250700
700.000 450.000 1.000 0.010 0.250 0.092300 0.206867 80.572800
700.000 400.000 1.000 0.010 0.250 0.092930 0.190594 91.960900
750.000 500.000 1.000 0.010 0.250 0.088190 0.203403 83.665200
750.000 450.000 1.000 0.010 0.250 0.106100 0.153584 138.257000
750.000 400.000 1.000 0.010 0.250 0.099590 0.149014 142.410000
700.000 600.000 1.000 0.010 0.250 0.031010 1.014100 3.735110
750.000 600.000 1.000 0.010 0.250 0.039990 0.626476 9.649880
750.000 550.000 1.000 0.010 0.250 0.062110 0.340649 31.497900
800.000 450.000 1.000 0.010 0.250 0.113100 0.123882 200.654000
800.000 500.000 1.000 0.010 0.250 0.101000 0.153530 139.144000
750.000 650.000 1.000 0.010 0.250 0.027190 1.099640 3.181880
800.000 400.000 1.000 0.010 0.250 0.101100 0.127346 184.549000
800.000 650.000 1.000 0.010 0.250 0.033950 0.698635 7.784500
800.000 700.000 1.000 0.010 0.250 0.023390 1.216470 2.605740
800.000 550.000 1.000 0.010 0.250 0.076970 0.229115 66.695900
800.000 600.000 1.000 0.010 0.250 0.052460 0.391781 24.048700
650.000 550.000 1.000 0.010 0.250 0.034710 0.959248 4.169530
650.000 500.000 1.000 0.010 0.250 0.050500 0.545856 12.648600
600.000 400.000 1.000 0.010 0.250 0.062800 0.400082 22.971500
550.000 450.000 1.000 0.010 0.250 0.039150 0.764416 6.516550
550.000 400.000 1.000 0.010 0.250 0.045760 0.687641 8.029860
500.000 400.000 1.000 0.010 0.250 0.040550 0.637722 9.261110
650.000 450.000 1.000 0.010 0.250 0.072700 0.315922 36.315900
650.000 400.000 1.000 0.010 0.250 0.080350 0.254452 54.104400
600.000 500.000 1.000 0.010 0.250 0.037510 0.888271 4.853530
600.000 450.000 1.000 0.010 0.250 0.051390 0.571857 11.536100
