MHA MHH tb WRA WRH CS MU NLL
800.000 450.000 1.000 0.005 0.025 3.066000 0.003201 49089.100000
800.000 500.000 1.000 0.005 0.025 2.949000 0.003780 44406.700000
750.000 650.000 1.000 0.005 0.025 0.139900 0.161205 127.750000
800.000 400.000 1.000 0.005 0.025 2.129000 0.004253 27702.700000
800.000 650.000 1.000 0.005 0.025 0.538400 0.030811 2173.300000
800.000 700.000 1.000 0.005 0.025 0.115400 0.198139 87.589800
800.000 550.000 1.000 0.005 0.025 2.221000 0.005619 27220.400000
800.000 600.000 1.000 0.005 0.025 1.311000 0.011051 10785.100000
750.000 600.000 1.000 0.005 0.025 0.704000 0.023525 3438.370000
750.000 550.000 1.000 0.005 0.025 1.663000 0.009090 14783.600000
700.000 550.000 1.000 0.005 0.025 0.901900 0.018612 5036.570000
700.000 500.000 1.000 0.005 0.025 2.002000 0.007603 19189.900000
700.000 450.000 1.000 0.005 0.025 2.747000 0.004749 34170.400000
700.000 400.000 1.000 0.005 0.025 2.259000 0.005314 25313.500000
750.000 500.000 1.000 0.005 0.025 2.622000 0.004963 33278.700000
750.000 450.000 1.000 0.005 0.025 3.022000 0.003712 44315.200000
750.000 400.000 1.000 0.005 0.025 2.245000 0.004696 27275.400000
700.000 600.000 1.000 0.005 0.025 0.168300 0.131351 185.874000
600.000 400.000 1.000 0.005 0.025 1.684000 0.009464 12331.200000
550.000 450.000 1.000 0.005 0.025 0.225200 0.097607 303.216000
550.000 400.000 1.000 0.005 0.025 0.966100 0.019779 4225.480000
500.000 400.000 1.000 0.005 0.025 0.182600 0.129536 177.641000
650.000 450.000 1.000 0.005 0.025 2.149000 0.007145 20414.400000
650.000 400.000 1.000 0.005 0.025 2.100000 0.006634 20058.300000
600.000 500.000 1.000 0.005 0.025 0.221200 0.098675 306.540000
600.000 450.000 1.000 0.005 0.025 1.204000 0.014759 7162.400000
650.000 550.000 1.000 0.005 0.025 0.197500 0.111591 247.195000
650.000 500.000 1.000 0.005 0.025 1.100000 0.015888 6467.360000
