MHA MHH tb WRA WRH CS MU NLL
800.000 550.000 1.000 0.005 0.005 11.570000 0.001003 256822.000000
800.000 600.000 1.000 0.005 0.005 6.713000 0.001926 116427.000000
800.000 650.000 1.000 0.005 0.005 2.563000 0.005367 27632.000000
800.000 700.000 1.000 0.005 0.005 0.271800 0.055500 739.662000
750.000 650.000 1.000 0.005 0.005 0.347700 0.046673 991.387000
800.000 400.000 1.000 0.005 0.005 10.730000 0.000767 234348.000000
800.000 450.000 1.000 0.005 0.005 15.850000 0.000576 424745.000000
800.000 500.000 1.000 0.005 0.005 15.360000 0.000683 395190.000000
650.000 550.000 1.000 0.005 0.005 0.558200 0.027912 2271.780000
650.000 500.000 1.000 0.005 0.005 5.617000 0.002903 72676.000000
600.000 500.000 1.000 0.005 0.005 0.673000 0.023319 2991.920000
600.000 450.000 1.000 0.005 0.005 6.270000 0.002743 78303.200000
650.000 450.000 1.000 0.005 0.005 11.320000 0.001308 200712.000000
650.000 400.000 1.000 0.005 0.005 10.930000 0.001179 190715.000000
550.000 400.000 1.000 0.005 0.005 5.104000 0.003399 53533.800000
500.000 400.000 1.000 0.005 0.005 0.602800 0.026104 2220.820000
600.000 400.000 1.000 0.005 0.005 8.886000 0.001713 127338.000000
550.000 450.000 1.000 0.005 0.005 0.734600 0.021122 3359.350000
750.000 600.000 1.000 0.005 0.005 3.430000 0.004169 40959.100000
750.000 550.000 1.000 0.005 0.005 8.601000 0.001606 155066.000000
700.000 450.000 1.000 0.005 0.005 14.400000 0.000858 317065.000000
700.000 400.000 1.000 0.005 0.005 11.610000 0.000957 230484.000000
700.000 550.000 1.000 0.005 0.005 4.495000 0.003368 57600.100000
700.000 500.000 1.000 0.005 0.005 10.460000 0.001347 197521.000000
750.000 400.000 1.000 0.005 0.005 11.430000 0.000858 237284.000000
700.000 600.000 1.000 0.005 0.005 0.443700 0.034206 1631.200000
750.000 500.000 1.000 0.005 0.005 13.710000 0.000889 309083.000000
750.000 450.000 1.000 0.005 0.005 15.740000 0.000668 391473.000000
