MHA MHH tb WRA WRH CS MU NLL
650.000 450.000 1.000 0.100 0.050 0.044840 0.458134 17.732400
650.000 400.000 1.000 0.100 0.050 0.043960 0.408131 21.893300
600.000 500.000 1.000 0.100 0.050 0.013160 1.986590 0.983221
600.000 450.000 1.000 0.100 0.050 0.028260 0.843731 5.368870
600.000 400.000 1.000 0.100 0.050 0.034970 0.613949 9.982530
550.000 450.000 1.000 0.100 0.050 0.013190 2.109170 0.872914
550.000 400.000 1.000 0.100 0.050 0.022130 1.102140 3.170370
500.000 400.000 1.000 0.100 0.050 0.010480 2.747380 0.516308
650.000 550.000 1.000 0.100 0.050 0.011990 2.125280 0.859770
650.000 500.000 1.000 0.100 0.050 0.027110 0.825008 5.613900
750.000 500.000 1.000 0.100 0.050 0.054960 0.311260 37.301800
750.000 450.000 1.000 0.100 0.050 0.064060 0.239979 60.304900
750.000 400.000 1.000 0.100 0.050 0.049990 0.277416 44.742100
700.000 600.000 1.000 0.100 0.050 0.010440 2.425990 0.660814
700.000 550.000 1.000 0.100 0.050 0.023190 0.940624 4.333510
700.000 500.000 1.000 0.100 0.050 0.042660 0.464031 17.312500
700.000 450.000 1.000 0.100 0.050 0.057130 0.300831 39.628400
700.000 400.000 1.000 0.100 0.050 0.048640 0.324512 33.707600
750.000 600.000 1.000 0.100 0.050 0.019070 1.129110 3.020520
750.000 550.000 1.000 0.100 0.050 0.036320 0.521969 13.763400
800.000 650.000 1.000 0.100 0.050 0.015360 1.436180 1.876240
800.000 700.000 1.000 0.100 0.050 0.007458 3.477500 0.322997
800.000 550.000 1.000 0.100 0.050 0.047150 0.360477 28.125300
800.000 600.000 1.000 0.100 0.050 0.029370 0.640202 9.222750
800.000 450.000 1.000 0.100 0.050 0.066730 0.200535 83.125600
800.000 500.000 1.000 0.100 0.050 0.062630 0.241199 59.866500
750.000 650.000 1.000 0.100 0.050 0.008869 2.844520 0.481555
800.000 400.000 1.000 0.100 0.050 0.048910 0.257175 50.730400
