MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.250 0.100 0.003075 8.836230 0.050179
550.000 400.000 1.000 0.250 0.100 0.004394 5.676470 0.121638
700.000 400.000 1.000 0.250 0.100 0.008103 2.157990 0.840408
700.000 450.000 1.000 0.250 0.100 0.009255 2.008700 0.965209
700.000 500.000 1.000 0.250 0.100 0.007436 2.701670 0.534136
700.000 550.000 1.000 0.250 0.100 0.005038 4.307640 0.210615
700.000 600.000 1.000 0.250 0.100 0.003251 7.320750 0.073012
750.000 400.000 1.000 0.250 0.100 0.008562 1.896370 1.087620
750.000 450.000 1.000 0.250 0.100 0.010400 1.605200 1.508000
750.000 500.000 1.000 0.250 0.100 0.009061 2.001600 0.971621
750.000 550.000 1.000 0.250 0.100 0.006578 2.942850 0.450815
750.000 600.000 1.000 0.250 0.100 0.004321 4.931950 0.160849
550.000 450.000 1.000 0.250 0.100 0.003847 6.591360 0.089961
750.000 650.000 1.000 0.250 0.100 0.002833 8.324790 0.056541
800.000 400.000 1.000 0.250 0.100 0.008693 1.724280 1.315510
800.000 450.000 1.000 0.250 0.100 0.011060 1.405440 1.963550
800.000 500.000 1.000 0.250 0.100 0.010240 1.624720 1.471780
800.000 550.000 1.000 0.250 0.100 0.007970 2.264200 0.760801
800.000 600.000 1.000 0.250 0.100 0.005524 3.577020 0.305833
800.000 650.000 1.000 0.250 0.100 0.003624 6.153350 0.103588
800.000 700.000 1.000 0.250 0.100 0.002432 10.088400 0.038579
600.000 400.000 1.000 0.250 0.100 0.005939 3.727340 0.282164
600.000 450.000 1.000 0.250 0.100 0.005635 3.995240 0.244711
600.000 500.000 1.000 0.250 0.100 0.003900 6.166750 0.102734
650.000 400.000 1.000 0.250 0.100 0.007229 2.771440 0.510049
650.000 450.000 1.000 0.250 0.100 0.007581 2.736220 0.521081
650.000 500.000 1.000 0.250 0.100 0.005569 4.020880 0.241501
650.000 550.000 1.000 0.250 0.100 0.003658 6.630760 0.088943
