MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.050 0.250 0.008271 3.321410 0.356159
550.000 400.000 1.000 0.050 0.250 0.009234 3.484730 0.321739
700.000 400.000 1.000 0.050 0.250 0.017710 1.043110 3.534210
700.000 450.000 1.000 0.050 0.250 0.017660 1.128110 3.027430
700.000 500.000 1.000 0.050 0.250 0.013620 1.658750 1.409380
700.000 550.000 1.000 0.050 0.250 0.009234 2.828630 0.486911
700.000 600.000 1.000 0.050 0.250 0.006459 4.807420 0.168912
750.000 400.000 1.000 0.050 0.250 0.019040 0.878216 4.953570
750.000 450.000 1.000 0.050 0.250 0.020260 0.850529 5.278980
750.000 500.000 1.000 0.050 0.250 0.016900 1.159980 2.864950
750.000 550.000 1.000 0.050 0.250 0.012090 1.814770 1.179160
750.000 600.000 1.000 0.050 0.250 0.008039 3.106340 0.404027
550.000 450.000 1.000 0.050 0.250 0.008148 3.765000 0.276239
750.000 650.000 1.000 0.050 0.250 0.005652 5.384150 0.134762
800.000 400.000 1.000 0.050 0.250 0.019520 0.739292 6.920860
800.000 450.000 1.000 0.050 0.250 0.021710 0.702885 7.654440
800.000 500.000 1.000 0.050 0.250 0.019320 0.877941 4.960050
800.000 550.000 1.000 0.050 0.250 0.014820 1.268360 2.401170
800.000 600.000 1.000 0.050 0.250 0.010260 2.118660 0.867010
800.000 650.000 1.000 0.050 0.250 0.006849 3.638940 0.295099
800.000 700.000 1.000 0.050 0.250 0.004872 5.974000 0.109686
600.000 400.000 1.000 0.050 0.250 0.012220 2.196060 0.808251
600.000 450.000 1.000 0.050 0.250 0.010300 2.861890 0.475633
600.000 500.000 1.000 0.050 0.250 0.007831 4.114930 0.230449
650.000 400.000 1.000 0.050 0.250 0.015340 1.405090 1.963320
650.000 450.000 1.000 0.050 0.250 0.014070 1.667700 1.395380
650.000 500.000 1.000 0.050 0.250 0.010140 2.727750 0.523519
650.000 550.000 1.000 0.050 0.250 0.007236 4.443100 0.197580
