MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.005 0.050 0.127900 0.211643 76.271600
550.000 400.000 1.000 0.005 0.050 0.457300 0.044560 1161.230000
700.000 400.000 1.000 0.005 0.050 1.094000 0.011578 8541.330000
700.000 450.000 1.000 0.005 0.050 1.301000 0.010738 11037.500000
700.000 500.000 1.000 0.005 0.050 0.952900 0.016743 6006.260000
700.000 550.000 1.000 0.005 0.050 0.452000 0.041531 1424.310000
700.000 600.000 1.000 0.005 0.050 0.125600 0.203167 84.945500
750.000 400.000 1.000 0.005 0.050 1.102000 0.009937 9894.270000
750.000 450.000 1.000 0.005 0.050 1.442000 0.008503 14574.000000
750.000 500.000 1.000 0.005 0.050 1.244000 0.010975 10962.000000
750.000 550.000 1.000 0.005 0.050 0.799900 0.019886 4595.480000
750.000 600.000 1.000 0.005 0.050 0.361600 0.050953 1002.100000
550.000 450.000 1.000 0.005 0.050 0.154500 0.168926 117.109000
750.000 650.000 1.000 0.005 0.050 0.107200 0.225277 69.785600
800.000 400.000 1.000 0.005 0.050 1.056000 0.009121 10124.500000
800.000 450.000 1.000 0.005 0.050 1.470000 0.007175 16749.900000
800.000 500.000 1.000 0.005 0.050 1.405000 0.008389 14878.400000
800.000 550.000 1.000 0.005 0.050 1.060000 0.012837 8616.960000
800.000 600.000 1.000 0.005 0.050 0.636100 0.024464 3282.510000
800.000 650.000 1.000 0.005 0.050 0.283100 0.063801 673.811000
800.000 700.000 1.000 0.005 0.050 0.089750 0.282917 45.179900
600.000 400.000 1.000 0.005 0.050 0.793400 0.021694 3647.730000
600.000 450.000 1.000 0.005 0.050 0.576600 0.033504 1981.150000
600.000 500.000 1.000 0.005 0.050 0.155500 0.166218 122.541000
650.000 400.000 1.000 0.005 0.050 1.005000 0.014439 6648.130000
650.000 450.000 1.000 0.005 0.050 1.013000 0.016155 6245.870000
650.000 500.000 1.000 0.005 0.050 0.539000 0.035694 1823.280000
650.000 550.000 1.000 0.005 0.050 0.143600 0.176998 109.554000
