MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.250 0.005 0.051920 0.481915 16.085200
550.000 400.000 1.000 0.250 0.005 0.093940 0.244877 59.131600
700.000 400.000 1.000 0.250 0.005 0.178100 0.096355 316.668000
700.000 450.000 1.000 0.250 0.005 0.218200 0.085903 412.121000
700.000 500.000 1.000 0.250 0.005 0.170300 0.118862 232.652000
700.000 550.000 1.000 0.250 0.005 0.103200 0.202694 85.730200
700.000 600.000 1.000 0.250 0.005 0.054870 0.419201 21.178500
750.000 400.000 1.000 0.250 0.005 0.183400 0.085247 379.861000
750.000 450.000 1.000 0.250 0.005 0.243300 0.067471 613.063000
750.000 500.000 1.000 0.250 0.005 0.211700 0.086239 411.651000
750.000 550.000 1.000 0.250 0.005 0.146100 0.133434 186.931000
750.000 600.000 1.000 0.250 0.005 0.085290 0.249798 57.384700
550.000 450.000 1.000 0.250 0.005 0.070350 0.336086 32.624000
750.000 650.000 1.000 0.250 0.005 0.046580 0.506779 14.599100
800.000 400.000 1.000 0.250 0.005 0.181200 0.079601 410.539000
800.000 450.000 1.000 0.250 0.005 0.254900 0.059429 738.814000
800.000 500.000 1.000 0.250 0.005 0.239300 0.069141 591.411000
800.000 550.000 1.000 0.250 0.005 0.182300 0.100399 310.173000
800.000 600.000 1.000 0.250 0.005 0.119300 0.162228 128.509000
800.000 650.000 1.000 0.250 0.005 0.069350 0.320065 35.479400
800.000 700.000 1.000 0.250 0.005 0.039150 0.623226 9.728250
600.000 400.000 1.000 0.250 0.005 0.134200 0.154377 139.790000
600.000 450.000 1.000 0.250 0.005 0.123800 0.179958 107.859000
600.000 500.000 1.000 0.250 0.005 0.070200 0.326206 34.581900
650.000 400.000 1.000 0.250 0.005 0.162500 0.117893 226.171000
650.000 450.000 1.000 0.250 0.005 0.177400 0.114162 249.963000
650.000 500.000 1.000 0.250 0.005 0.119200 0.178326 109.793000
650.000 550.000 1.000 0.250 0.005 0.063330 0.364445 27.854700
