MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.050 0.005 0.123200 0.190762 92.559400
550.000 400.000 1.000 0.050 0.005 0.488200 0.041439 1348.400000
700.000 400.000 1.000 0.050 0.005 1.095000 0.012417 8022.720000
700.000 450.000 1.000 0.050 0.005 1.344000 0.011074 10941.100000
700.000 500.000 1.000 0.050 0.005 0.977800 0.016933 6088.160000
700.000 550.000 1.000 0.050 0.005 0.451200 0.040989 1472.540000
700.000 600.000 1.000 0.050 0.005 0.108500 0.200962 86.403300
750.000 400.000 1.000 0.050 0.005 1.093000 0.010258 9633.870000
750.000 450.000 1.000 0.050 0.005 1.483000 0.008869 14283.700000
750.000 500.000 1.000 0.050 0.005 1.279000 0.011494 10615.200000
750.000 550.000 1.000 0.050 0.005 0.807200 0.020481 4512.510000
750.000 600.000 1.000 0.050 0.005 0.351300 0.052181 971.851000
550.000 450.000 1.000 0.050 0.005 0.158500 0.139935 167.739000
750.000 650.000 1.000 0.050 0.005 0.088210 0.249767 57.003400
800.000 400.000 1.000 0.050 0.005 1.041000 0.009838 9450.220000
800.000 450.000 1.000 0.050 0.005 1.512000 0.007328 17009.400000
800.000 500.000 1.000 0.050 0.005 1.447000 0.008701 14876.600000
800.000 550.000 1.000 0.050 0.005 1.080000 0.013317 8301.710000
800.000 600.000 1.000 0.050 0.005 0.634400 0.024990 3194.980000
800.000 650.000 1.000 0.050 0.005 0.268600 0.065472 644.178000
800.000 700.000 1.000 0.050 0.005 0.071390 0.312565 37.013300
600.000 400.000 1.000 0.050 0.005 0.822800 0.021153 3905.990000
600.000 450.000 1.000 0.050 0.005 0.608300 0.033062 2095.110000
600.000 500.000 1.000 0.050 0.005 0.151200 0.146152 157.037000
650.000 400.000 1.000 0.050 0.005 1.018000 0.015331 6189.450000
650.000 450.000 1.000 0.050 0.005 1.053000 0.016384 6300.380000
650.000 500.000 1.000 0.050 0.005 0.553400 0.034535 1977.340000
650.000 550.000 1.000 0.050 0.005 0.130700 0.167896 121.130000
