MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.050 0.010 0.064300 0.372066 26.135900
550.000 400.000 1.000 0.050 0.010 0.241400 0.085155 394.023000
700.000 400.000 1.000 0.050 0.010 0.544000 0.024563 2810.330000
700.000 450.000 1.000 0.050 0.010 0.664000 0.022686 3624.320000
700.000 500.000 1.000 0.050 0.010 0.483000 0.034687 1911.280000
700.000 550.000 1.000 0.050 0.010 0.225700 0.084538 419.076000
700.000 600.000 1.000 0.050 0.010 0.057970 0.394611 23.744400
750.000 400.000 1.000 0.050 0.010 0.543600 0.021702 3225.480000
750.000 450.000 1.000 0.050 0.010 0.734800 0.017956 4944.610000
750.000 500.000 1.000 0.050 0.010 0.633000 0.023686 3484.650000
750.000 550.000 1.000 0.050 0.010 0.401800 0.041416 1427.880000
750.000 600.000 1.000 0.050 0.010 0.176800 0.105015 282.710000
550.000 450.000 1.000 0.050 0.010 0.082730 0.284206 44.401800
750.000 650.000 1.000 0.050 0.010 0.047580 0.476086 16.463200
800.000 400.000 1.000 0.050 0.010 0.519000 0.019642 3416.580000
800.000 450.000 1.000 0.050 0.010 0.749000 0.015041 6016.170000
800.000 500.000 1.000 0.050 0.010 0.715800 0.017689 5111.990000
800.000 550.000 1.000 0.050 0.010 0.535100 0.026958 2779.370000
800.000 600.000 1.000 0.050 0.010 0.316100 0.051281 975.583000
800.000 650.000 1.000 0.050 0.010 0.135700 0.135227 176.674000
800.000 700.000 1.000 0.050 0.010 0.038710 0.581646 11.122000
600.000 400.000 1.000 0.050 0.010 0.406600 0.044163 1187.790000
600.000 450.000 1.000 0.050 0.010 0.301400 0.065853 647.939000
600.000 500.000 1.000 0.050 0.010 0.079700 0.288593 43.361400
650.000 400.000 1.000 0.050 0.010 0.503700 0.030598 2107.000000
650.000 450.000 1.000 0.050 0.010 0.520100 0.032826 2077.850000
650.000 500.000 1.000 0.050 0.010 0.275800 0.071957 563.345000
650.000 550.000 1.000 0.050 0.010 0.069350 0.325504 34.449400
