MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.005 0.005 0.603700 0.026218 2204.380000
550.000 400.000 1.000 0.005 0.005 5.097000 0.003513 51428.400000
700.000 400.000 1.000 0.005 0.005 11.610000 0.000973 229062.000000
700.000 450.000 1.000 0.005 0.005 14.400000 0.000858 317491.000000
700.000 500.000 1.000 0.005 0.005 10.470000 0.001347 197247.000000
700.000 550.000 1.000 0.005 0.005 4.493000 0.003338 58260.800000
700.000 600.000 1.000 0.005 0.005 0.444400 0.035282 1575.250000
750.000 400.000 1.000 0.005 0.005 11.450000 0.000835 242956.000000
750.000 450.000 1.000 0.005 0.005 15.740000 0.000683 388212.000000
750.000 500.000 1.000 0.005 0.005 13.680000 0.000889 312773.000000
750.000 550.000 1.000 0.005 0.005 8.591000 0.001568 158157.000000
750.000 600.000 1.000 0.005 0.005 3.427000 0.004055 42339.700000
550.000 450.000 1.000 0.005 0.005 0.733300 0.021053 3369.180000
750.000 650.000 1.000 0.005 0.005 0.348500 0.043766 1093.990000
800.000 400.000 1.000 0.005 0.005 10.720000 0.000751 237765.000000
800.000 450.000 1.000 0.005 0.005 15.860000 0.000584 417899.000000
800.000 500.000 1.000 0.005 0.005 15.350000 0.000675 399012.000000
800.000 550.000 1.000 0.005 0.005 11.550000 0.001011 259195.000000
800.000 600.000 1.000 0.005 0.005 6.710000 0.001972 113832.000000
800.000 650.000 1.000 0.005 0.005 2.560000 0.005405 27447.500000
800.000 700.000 1.000 0.005 0.005 0.272100 0.058735 679.687000
600.000 400.000 1.000 0.005 0.005 8.878000 0.001713 126288.000000
600.000 450.000 1.000 0.005 0.005 6.261000 0.002697 80555.400000
600.000 500.000 1.000 0.005 0.005 0.670700 0.023159 3026.550000
650.000 400.000 1.000 0.005 0.005 10.940000 0.001186 192926.000000
650.000 450.000 1.000 0.005 0.005 11.320000 0.001255 209748.000000
650.000 500.000 1.000 0.005 0.005 5.603000 0.002781 75863.300000
650.000 550.000 1.000 0.005 0.005 0.557000 0.027325 2332.550000
