MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.100 0.025 0.018680 1.469300 1.793350
550.000 400.000 1.000 0.100 0.025 0.045800 0.515186 14.056200
700.000 400.000 1.000 0.100 0.025 0.100300 0.153210 134.873000
700.000 450.000 1.000 0.100 0.025 0.120200 0.140476 165.483000
700.000 500.000 1.000 0.100 0.025 0.089170 0.217289 74.429700
700.000 550.000 1.000 0.100 0.025 0.046430 0.460529 17.601400
700.000 600.000 1.000 0.100 0.025 0.018360 1.311240 2.245090
750.000 400.000 1.000 0.100 0.025 0.102000 0.131565 173.075000
750.000 450.000 1.000 0.100 0.025 0.134200 0.111027 248.594000
750.000 500.000 1.000 0.100 0.025 0.115300 0.144009 158.733000
750.000 550.000 1.000 0.100 0.025 0.075010 0.245121 59.080600
750.000 600.000 1.000 0.100 0.025 0.037400 0.564281 11.831500
550.000 450.000 1.000 0.100 0.025 0.024180 1.044190 3.525230
750.000 650.000 1.000 0.100 0.025 0.015490 1.528720 1.656530
800.000 400.000 1.000 0.100 0.025 0.098920 0.122402 190.009000
800.000 450.000 1.000 0.100 0.025 0.139000 0.095188 318.037000
800.000 500.000 1.000 0.100 0.025 0.131200 0.113934 239.165000
800.000 550.000 1.000 0.100 0.025 0.098350 0.166653 121.111000
800.000 600.000 1.000 0.100 0.025 0.060020 0.297039 40.811500
800.000 650.000 1.000 0.100 0.025 0.029590 0.720844 7.314560
800.000 700.000 1.000 0.100 0.025 0.012820 1.893170 1.084240
600.000 400.000 1.000 0.100 0.025 0.073340 0.274700 46.726900
600.000 450.000 1.000 0.100 0.025 0.058390 0.387035 24.647900
600.000 500.000 1.000 0.100 0.025 0.023890 1.035960 3.580810
650.000 400.000 1.000 0.100 0.025 0.091470 0.194065 88.942200
650.000 450.000 1.000 0.100 0.025 0.094440 0.203793 83.656700
650.000 500.000 1.000 0.100 0.025 0.054930 0.398670 23.304400
650.000 550.000 1.000 0.100 0.025 0.021380 1.145920 2.932280
