MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.100 0.005 0.085480 0.288395 43.106800
550.000 400.000 1.000 0.100 0.005 0.238000 0.094372 340.761000
700.000 400.000 1.000 0.100 0.005 0.515300 0.028683 2300.490000
700.000 450.000 1.000 0.100 0.005 0.628700 0.026371 3000.490000
700.000 500.000 1.000 0.100 0.005 0.462000 0.039921 1582.900000
700.000 550.000 1.000 0.100 0.005 0.231100 0.089062 393.382000
700.000 600.000 1.000 0.100 0.005 0.080240 0.285755 44.511000
750.000 400.000 1.000 0.100 0.005 0.519600 0.025242 2697.910000
750.000 450.000 1.000 0.100 0.005 0.698100 0.020878 4126.050000
750.000 500.000 1.000 0.100 0.005 0.599500 0.026874 2942.210000
750.000 550.000 1.000 0.100 0.005 0.385300 0.046177 1227.710000
750.000 600.000 1.000 0.100 0.005 0.183700 0.109241 269.139000
550.000 450.000 1.000 0.100 0.005 0.112100 0.218830 74.149700
750.000 650.000 1.000 0.100 0.005 0.066370 0.345844 30.683700
800.000 400.000 1.000 0.100 0.005 0.500000 0.022480 2966.760000
800.000 450.000 1.000 0.100 0.005 0.719200 0.017872 4874.220000
800.000 500.000 1.000 0.100 0.005 0.681500 0.020893 4182.560000
800.000 550.000 1.000 0.100 0.005 0.508200 0.031567 2247.610000
800.000 600.000 1.000 0.100 0.005 0.305400 0.059406 788.521000
800.000 650.000 1.000 0.100 0.005 0.143200 0.138233 172.663000
800.000 700.000 1.000 0.100 0.005 0.054510 0.437016 19.452500
600.000 400.000 1.000 0.100 0.005 0.383200 0.050907 981.242000
600.000 450.000 1.000 0.100 0.005 0.300900 0.071659 576.961000
600.000 500.000 1.000 0.100 0.005 0.108700 0.216732 75.824200
650.000 400.000 1.000 0.100 0.005 0.475000 0.035442 1723.490000
650.000 450.000 1.000 0.100 0.005 0.494200 0.038410 1664.030000
650.000 500.000 1.000 0.100 0.005 0.278400 0.076305 520.108000
650.000 550.000 1.000 0.100 0.005 0.095430 0.241940 61.488900
