MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.025 0.100 0.021330 1.379230 2.034230
550.000 400.000 1.000 0.025 0.100 0.042840 0.583691 10.991300
700.000 400.000 1.000 0.025 0.100 0.101000 0.146275 145.140000
700.000 450.000 1.000 0.025 0.100 0.113900 0.141354 161.289000
700.000 500.000 1.000 0.025 0.100 0.084530 0.220921 71.603100
700.000 550.000 1.000 0.025 0.100 0.045410 0.477253 16.399400
700.000 600.000 1.000 0.025 0.100 0.020440 1.335690 2.164180
750.000 400.000 1.000 0.025 0.100 0.104400 0.123486 191.732000
750.000 450.000 1.000 0.025 0.100 0.128500 0.108379 255.081000
750.000 500.000 1.000 0.025 0.100 0.109800 0.147259 151.158000
750.000 550.000 1.000 0.025 0.100 0.072530 0.252789 55.567400
750.000 600.000 1.000 0.025 0.100 0.037860 0.574749 11.409000
550.000 450.000 1.000 0.025 0.100 0.024350 1.246000 2.484870
750.000 650.000 1.000 0.025 0.100 0.017680 1.522000 1.670220
800.000 400.000 1.000 0.025 0.100 0.102300 0.112423 219.220000
800.000 450.000 1.000 0.025 0.100 0.133500 0.092144 329.881000
800.000 500.000 1.000 0.025 0.100 0.125000 0.110149 249.982000
800.000 550.000 1.000 0.025 0.100 0.094420 0.167477 118.993000
800.000 600.000 1.000 0.025 0.100 0.059090 0.308971 37.805700
800.000 650.000 1.000 0.025 0.100 0.030790 0.702229 7.703170
800.000 700.000 1.000 0.025 0.100 0.015090 1.707970 1.329070
600.000 400.000 1.000 0.025 0.100 0.070290 0.294765 40.717100
600.000 450.000 1.000 0.025 0.100 0.053770 0.429272 20.071900
600.000 500.000 1.000 0.025 0.100 0.024620 1.193340 2.705950
650.000 400.000 1.000 0.025 0.100 0.090460 0.192104 90.011600
650.000 450.000 1.000 0.025 0.100 0.088360 0.218067 72.925900
650.000 500.000 1.000 0.025 0.100 0.052130 0.423443 20.680600
650.000 550.000 1.000 0.025 0.100 0.022940 1.225120 2.568580
