MHA MHH tb WRA WRH CS MU NLL
500.000 400.000 1.000 0.025 0.050 0.029890 0.952915 4.222530
550.000 400.000 1.000 0.025 0.050 0.090410 0.240948 59.387500
700.000 400.000 1.000 0.025 0.050 0.213100 0.062275 624.647000
700.000 450.000 1.000 0.025 0.050 0.252000 0.059567 733.721000
700.000 500.000 1.000 0.025 0.050 0.184900 0.093250 348.323000
700.000 550.000 1.000 0.025 0.050 0.090410 0.221989 71.093600
700.000 600.000 1.000 0.025 0.050 0.029210 0.883839 4.900540
750.000 400.000 1.000 0.025 0.050 0.215900 0.055187 738.896000
750.000 450.000 1.000 0.025 0.050 0.280200 0.045727 1101.140000
750.000 500.000 1.000 0.025 0.050 0.241600 0.061878 700.138000
750.000 550.000 1.000 0.025 0.050 0.155600 0.108555 264.306000
750.000 600.000 1.000 0.025 0.050 0.072780 0.272404 48.105800
550.000 450.000 1.000 0.025 0.050 0.036620 0.735508 7.027570
750.000 650.000 1.000 0.025 0.050 0.024880 1.009340 3.770090
800.000 400.000 1.000 0.025 0.050 0.207800 0.050587 810.847000
800.000 450.000 1.000 0.025 0.050 0.288300 0.038883 1359.550000
800.000 500.000 1.000 0.025 0.050 0.273700 0.047466 1057.500000
800.000 550.000 1.000 0.025 0.050 0.206100 0.070248 562.176000
800.000 600.000 1.000 0.025 0.050 0.124300 0.134632 178.074000
800.000 650.000 1.000 0.025 0.050 0.057340 0.344654 30.647300
800.000 700.000 1.000 0.025 0.050 0.020820 1.197120 2.690400
600.000 400.000 1.000 0.025 0.050 0.153900 0.120235 209.708000
600.000 450.000 1.000 0.025 0.050 0.114100 0.183231 101.062000
600.000 500.000 1.000 0.025 0.050 0.036750 0.716122 7.414070
650.000 400.000 1.000 0.025 0.050 0.194800 0.081730 408.915000
650.000 450.000 1.000 0.025 0.050 0.196300 0.090145 365.145000
650.000 500.000 1.000 0.025 0.050 0.107300 0.188007 97.023100
650.000 550.000 1.000 0.025 0.050 0.033600 0.755131 6.681850
