MHA MHH tb WRA WRH CS MU NLL
750.000 650.000 1.000 0.050 0.010 0.047650 0.477802 16.349200
800.000 400.000 1.000 0.050 0.010 0.517500 0.020031 3325.250000
800.000 450.000 1.000 0.050 0.010 0.749400 0.014896 6152.190000
800.000 500.000 1.000 0.050 0.010 0.715800 0.017819 5102.930000
800.000 550.000 1.000 0.050 0.010 0.535100 0.027340 2747.510000
800.000 600.000 1.000 0.050 0.010 0.316100 0.051823 965.508000
800.000 650.000 1.000 0.050 0.010 0.135800 0.137325 171.688000
800.000 700.000 1.000 0.050 0.010 0.038780 0.594669 10.657500
750.000 600.000 1.000 0.050 0.010 0.176600 0.103069 291.527000
750.000 550.000 1.000 0.050 0.010 0.400900 0.041271 1439.520000
750.000 400.000 1.000 0.050 0.010 0.544000 0.021442 3254.090000
700.000 600.000 1.000 0.050 0.010 0.058070 0.386921 24.631900
750.000 500.000 1.000 0.050 0.010 0.633400 0.023068 3604.790000
750.000 450.000 1.000 0.050 0.010 0.734200 0.017498 5132.290000
700.000 450.000 1.000 0.050 0.010 0.662900 0.023304 3510.270000
700.000 400.000 1.000 0.050 0.010 0.543300 0.025143 2732.900000
700.000 550.000 1.000 0.050 0.010 0.226100 0.083965 426.834000
700.000 500.000 1.000 0.050 0.010 0.483900 0.034939 1898.060000
650.000 550.000 1.000 0.050 0.010 0.069480 0.324909 34.569000
650.000 500.000 1.000 0.050 0.010 0.275700 0.069614 592.221000
550.000 400.000 1.000 0.050 0.010 0.241300 0.086369 386.063000
500.000 400.000 1.000 0.050 0.010 0.064340 0.382099 24.866900
600.000 400.000 1.000 0.050 0.010 0.406100 0.044155 1183.180000
550.000 450.000 1.000 0.050 0.010 0.082400 0.286427 43.807700
600.000 500.000 1.000 0.050 0.010 0.079620 0.295414 41.494900
600.000 450.000 1.000 0.050 0.010 0.301700 0.066814 634.127000
650.000 450.000 1.000 0.050 0.010 0.519800 0.033894 1973.340000
650.000 400.000 1.000 0.050 0.010 0.503900 0.031269 2036.440000
