MHA MHH tb WRA WRH CS MU NLL
700.000 450.000 1.000 0.010 0.010 3.529000 0.003712 48287.400000
700.000 400.000 1.000 0.010 0.010 2.864000 0.004200 34832.200000
700.000 550.000 1.000 0.010 0.010 1.124000 0.013966 7695.020000
700.000 500.000 1.000 0.010 0.010 2.565000 0.005772 28309.200000
750.000 400.000 1.000 0.010 0.010 2.827000 0.003590 38579.600000
700.000 600.000 1.000 0.010 0.010 0.157600 0.121136 207.337000
750.000 500.000 1.000 0.010 0.010 3.360000 0.003811 47067.800000
750.000 450.000 1.000 0.010 0.010 3.869000 0.002865 62337.400000
750.000 600.000 1.000 0.010 0.010 0.864100 0.017528 5262.960000
750.000 550.000 1.000 0.010 0.010 2.116000 0.006687 22694.300000
600.000 500.000 1.000 0.010 0.010 0.223700 0.086048 376.797000
600.000 450.000 1.000 0.010 0.010 1.545000 0.011349 10627.000000
650.000 450.000 1.000 0.010 0.010 2.766000 0.005543 29170.000000
650.000 400.000 1.000 0.010 0.010 2.681000 0.004993 29144.600000
550.000 400.000 1.000 0.010 0.010 1.250000 0.014698 6643.690000
500.000 400.000 1.000 0.010 0.010 0.191000 0.101292 263.163000
600.000 400.000 1.000 0.010 0.010 2.170000 0.007221 18007.200000
550.000 450.000 1.000 0.010 0.010 0.236700 0.080921 410.372000
650.000 550.000 1.000 0.010 0.010 0.191500 0.099697 293.024000
650.000 500.000 1.000 0.010 0.010 1.393000 0.011814 10010.900000
800.000 550.000 1.000 0.010 0.010 2.837000 0.004353 38380.600000
800.000 600.000 1.000 0.010 0.010 1.657000 0.008236 16279.200000
800.000 650.000 1.000 0.010 0.010 0.651600 0.023289 3303.180000
800.000 700.000 1.000 0.010 0.010 0.101800 0.192440 89.503700
750.000 650.000 1.000 0.010 0.010 0.127300 0.154392 134.941000
800.000 400.000 1.000 0.010 0.010 2.666000 0.003254 38850.000000
800.000 450.000 1.000 0.010 0.010 3.909000 0.002460 68798.600000
800.000 500.000 1.000 0.010 0.010 3.776000 0.002888 63196.800000
