MHA MHH tb WRA WRH CS MU NLL
800.000 450.000 1.000 0.050 0.100 0.065030 0.193859 87.661400
800.000 500.000 1.000 0.050 0.100 0.060630 0.237667 61.323500
750.000 650.000 1.000 0.050 0.100 0.009513 2.839040 0.483250
800.000 400.000 1.000 0.050 0.100 0.050130 0.240620 56.885600
800.000 650.000 1.000 0.050 0.100 0.015600 1.418750 1.922110
800.000 700.000 1.000 0.050 0.100 0.008125 3.302720 0.357566
800.000 550.000 1.000 0.050 0.100 0.045800 0.363636 27.574300
800.000 600.000 1.000 0.050 0.100 0.028910 0.652744 8.882280
750.000 600.000 1.000 0.050 0.100 0.019090 1.158710 2.869830
750.000 550.000 1.000 0.050 0.100 0.035310 0.563564 11.855200
700.000 550.000 1.000 0.050 0.100 0.022850 0.986629 3.943480
700.000 500.000 1.000 0.050 0.100 0.041130 0.465580 17.182800
700.000 450.000 1.000 0.050 0.100 0.055140 0.308865 37.547200
700.000 400.000 1.000 0.050 0.100 0.049060 0.326656 33.180400
750.000 500.000 1.000 0.050 0.100 0.053110 0.311695 37.100500
750.000 450.000 1.000 0.050 0.100 0.062300 0.241245 59.403100
750.000 400.000 1.000 0.050 0.100 0.050790 0.273411 46.072900
700.000 600.000 1.000 0.050 0.100 0.011050 2.455370 0.645009
600.000 400.000 1.000 0.050 0.100 0.034110 0.624699 9.644440
550.000 450.000 1.000 0.050 0.100 0.013280 2.206040 0.798402
550.000 400.000 1.000 0.050 0.100 0.021380 1.241250 2.507920
500.000 400.000 1.000 0.050 0.100 0.011450 2.564610 0.592943
650.000 450.000 1.000 0.050 0.100 0.042840 0.470562 16.792900
650.000 400.000 1.000 0.050 0.100 0.043700 0.425106 20.238700
600.000 500.000 1.000 0.050 0.100 0.013390 2.161690 0.830647
600.000 450.000 1.000 0.050 0.100 0.026790 0.875172 4.994240
650.000 550.000 1.000 0.050 0.100 0.012450 2.274340 0.750965
650.000 500.000 1.000 0.050 0.100 0.026070 0.908726 4.638750
