MHA MHH tb WRA WRH CS MU NLL
800.000 550.000 1.000 0.100 0.100 0.021760 0.742390 6.897430
800.000 600.000 1.000 0.100 0.100 0.014050 1.289700 2.322270
800.000 650.000 1.000 0.100 0.100 0.008066 2.607620 0.573393
800.000 700.000 1.000 0.100 0.100 0.004628 5.253860 0.141745
750.000 650.000 1.000 0.100 0.100 0.005428 4.654580 0.180291
800.000 400.000 1.000 0.100 0.100 0.024080 0.510181 14.092100
800.000 450.000 1.000 0.100 0.100 0.030990 0.426548 20.067600
800.000 500.000 1.000 0.100 0.100 0.028730 0.507519 14.455500
600.000 500.000 1.000 0.100 0.100 0.007628 3.444800 0.328283
600.000 450.000 1.000 0.100 0.100 0.013460 1.730950 1.295350
650.000 450.000 1.000 0.100 0.100 0.020450 0.967876 4.095400
650.000 400.000 1.000 0.100 0.100 0.020550 0.898525 4.737730
550.000 400.000 1.000 0.100 0.100 0.010720 2.306900 0.733310
500.000 400.000 1.000 0.100 0.100 0.006386 4.244400 0.217052
600.000 400.000 1.000 0.100 0.100 0.016210 1.253250 2.461360
550.000 450.000 1.000 0.100 0.100 0.007576 3.661100 0.290839
650.000 550.000 1.000 0.100 0.100 0.007081 3.725870 0.280686
650.000 500.000 1.000 0.100 0.100 0.013160 1.675350 1.381200
700.000 450.000 1.000 0.100 0.100 0.025960 0.665234 8.547500
700.000 400.000 1.000 0.100 0.100 0.023130 0.664280 8.529810
700.000 550.000 1.000 0.100 0.100 0.011630 1.836850 1.150210
700.000 500.000 1.000 0.100 0.100 0.019720 0.975719 4.030910
750.000 400.000 1.000 0.100 0.100 0.024170 0.586323 10.840100
700.000 600.000 1.000 0.100 0.100 0.006273 4.051780 0.237586
750.000 500.000 1.000 0.100 0.100 0.025140 0.661663 8.643750
750.000 450.000 1.000 0.100 0.100 0.029440 0.502300 14.731300
750.000 600.000 1.000 0.100 0.100 0.009791 2.226830 0.784354
750.000 550.000 1.000 0.100 0.100 0.017080 1.083440 3.277790
