MHA MHH tb WRA WRH CS MU NLL
750.000 600.000 1.000 0.010 0.050 0.180800 0.102192 296.624000
750.000 550.000 1.000 0.010 0.050 0.396500 0.040966 1437.540000
750.000 400.000 1.000 0.010 0.050 0.547100 0.020077 3538.400000
700.000 600.000 1.000 0.010 0.050 0.065420 0.384075 25.037100
750.000 500.000 1.000 0.010 0.050 0.617500 0.022991 3563.350000
750.000 450.000 1.000 0.010 0.050 0.716300 0.017246 5083.660000
700.000 450.000 1.000 0.010 0.050 0.645400 0.022640 3532.850000
700.000 400.000 1.000 0.010 0.050 0.543400 0.024181 2850.280000
700.000 550.000 1.000 0.010 0.050 0.226100 0.084782 414.340000
700.000 500.000 1.000 0.010 0.050 0.472500 0.035069 1855.260000
750.000 650.000 1.000 0.010 0.050 0.055680 0.452831 18.183200
800.000 400.000 1.000 0.010 0.050 0.525200 0.018627 3685.600000
800.000 450.000 1.000 0.010 0.050 0.731900 0.014378 6246.840000
800.000 500.000 1.000 0.010 0.050 0.697800 0.017628 5084.670000
800.000 550.000 1.000 0.010 0.050 0.526000 0.026112 2890.780000
800.000 600.000 1.000 0.010 0.050 0.316200 0.050571 995.022000
800.000 650.000 1.000 0.010 0.050 0.142000 0.133251 181.408000
800.000 700.000 1.000 0.010 0.050 0.046650 0.533390 13.210200
650.000 550.000 1.000 0.010 0.050 0.074740 0.349445 30.035200
650.000 500.000 1.000 0.010 0.050 0.269000 0.071545 560.487000
550.000 400.000 1.000 0.010 0.050 0.227900 0.091045 344.893000
500.000 400.000 1.000 0.010 0.050 0.066650 0.416569 21.166100
600.000 400.000 1.000 0.010 0.050 0.393800 0.043606 1190.980000
550.000 450.000 1.000 0.010 0.050 0.081050 0.324337 34.401600
600.000 500.000 1.000 0.010 0.050 0.081580 0.319164 35.640400
600.000 450.000 1.000 0.010 0.050 0.287100 0.069523 579.914000
650.000 450.000 1.000 0.010 0.050 0.501800 0.032886 2008.270000
650.000 400.000 1.000 0.010 0.050 0.497200 0.030537 2075.630000
